00	00	00	00	11	D1	00	37
00	00	00	00	00	00	48	12
11	3A	00	00	00	00	00	0A
00	00	00	00	0C	0A	00	19
00	00	00	00	0C	B6	00	0A
00	00	00	00	00	00	23	0F
11	B5	00	00	00	00	00	37
00	00	00	00	00	00	A3	2D
00	00	00	00	10	B5	00	0A
00	00	00	00	00	00	99	20
11	B5	00	00	00	00	00	28
11	B5	00	00	00	00	00	0A
00	00	00	00	04	B5	00	0A
00	00	00	00	00	00	93	2B
11	B5	00	00	00	00	00	28
00	00	00	00	0B	8A	00	0A
00	00	00	00	0F	11	00	28
00	00	00	00	00	00	91	18
04	B5	00	00	00	00	00	0A
00	00	00	00	00	00	60	1C
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	7B	10
11	B5	00	00	00	00	00	37
11	63	00	00	00	00	00	28
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	98	13
0A	FB	00	00	00	00	00	19
00	00	00	00	11	38	00	28
00	00	00	00	0D	06	00	0A
00	00	00	00	00	00	83	2E
11	52	00	00	00	00	00	0A
00	00	00	00	00	00	39	07
00	00	00	00	03	50	00	0A
00	00	00	00	00	00	1A	08
11	F2	00	00	00	00	00	28
09	B5	00	00	00	00	00	0A
00	00	00	00	03	B5	00	28
00	00	00	00	00	00	8A	2D
0F	AF	00	00	00	00	00	28
00	00	00	00	09	70	00	19
00	00	00	00	0D	B5	00	0A
00	00	00	00	00	00	93	2D
08	3C	00	00	00	00	00	0A
00	00	00	00	00	00	64	2B
00	00	00	00	07	EA	00	0A
00	00	00	00	00	00	9B	0D
11	A9	00	00	00	00	00	0A
04	91	00	00	00	00	00	0A
00	00	00	00	04	9C	00	37
00	00	00	00	00	00	0D	20
10	5D	00	00	00	00	00	0A
00	00	00	00	11	30	00	19
00	00	00	00	0A	B6	00	28
00	00	00	00	00	00	51	30
11	B5	00	00	00	00	00	19
00	00	00	00	00	00	7B	0C
00	00	00	00	11	72	00	37
00	00	00	00	00	00	83	21
0C	4D	00	00	00	00	00	37
11	0F	00	00	00	00	00	0A
00	00	00	00	0F	E4	00	37
00	00	00	00	00	00	9A	1B
11	AE	00	00	00	00	00	19
00	00	00	00	0A	2F	00	19
00	00	00	00	09	81	00	28
00	00	00	00	00	00	A3	2D
09	B5	00	00	00	00	00	0A
00	00	00	00	00	00	2D	21
00	00	00	00	00	9D	00	19
00	00	00	00	00	00	0D	24
11	A1	00	00	00	00	00	0A
11	37	00	00	00	00	00	28
00	00	00	00	11	B5	00	19
00	00	00	00	00	00	A7	31
11	B5	00	00	00	00	00	19
00	00	00	00	11	B5	00	37
00	00	00	00	11	0F	00	19
00	00	00	00	00	00	0F	2A
0B	B5	00	00	00	00	00	19
00	00	00	00	00	00	7F	2D
00	00	00	00	11	88	00	19
00	00	00	00	00	00	7C	3B
0F	B5	00	00	00	00	00	19
05	1E	00	00	00	00	00	19
00	00	00	00	0F	F8	00	28
00	00	00	00	00	00	9B	35
11	37	00	00	00	00	00	28
00	00	00	00	0C	1E	00	19
00	00	00	00	11	DC	00	37
00	00	00	00	00	00	B6	3B
0A	6E	00	00	00	00	00	37
00	00	00	00	00	00	93	1B
00	00	00	00	0E	CC	00	0A
00	00	00	00	00	00	9C	0C
0B	C7	00	00	00	00	00	0A
11	B5	00	00	00	00	00	37
00	00	00	00	11	EE	00	0A
00	00	00	00	00	00	60	0D
11	B5	00	00	00	00	00	0A
00	00	00	00	01	B5	00	37
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	A3	24
0C	B5	00	00	00	00	00	28
00	00	00	00	00	00	99	0C
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	7D	0F
11	7C	00	00	00	00	00	19
0F	B5	00	00	00	00	00	0A
00	00	00	00	10	67	00	19
00	00	00	00	00	00	B8	0E
11	A7	00	00	00	00	00	0A
00	00	00	00	0E	B5	00	0A
00	00	00	00	11	3E	00	28
00	00	00	00	00	00	7C	2D
08	42	00	00	00	00	00	0A
00	00	00	00	00	00	9D	0D
00	00	00	00	0C	B5	00	0A
00	00	00	00	00	00	23	39
09	F2	00	00	00	00	00	0A
11	B5	00	00	00	00	00	28
00	00	00	00	0C	B5	00	0A
00	00	00	00	00	00	7B	2B
0D	A9	00	00	00	00	00	0A
00	00	00	00	0F	C5	00	28
00	00	00	00	0E	B5	00	0A
00	00	00	00	00	00	95	05
0C	83	00	00	00	00	00	0A
00	00	00	00	00	00	7F	20
00	00	00	00	10	9F	00	37
00	00	00	00	00	00	98	32
0C	B5	00	00	00	00	00	0A
11	B5	00	00	00	00	00	28
00	00	00	00	0F	54	00	0A
00	00	00	00	00	00	7C	1D
11	81	00	00	00	00	00	19
00	00	00	00	0C	B5	00	0A
00	00	00	00	11	64	00	0A
00	00	00	00	00	00	93	2F
11	04	00	00	00	00	00	28
00	00	00	00	00	00	52	21
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	23	3A
11	B5	00	00	00	00	00	28
0D	07	00	00	00	00	00	0A
00	00	00	00	04	B5	00	0A
00	00	00	00	00	00	83	3F
11	CE	00	00	00	00	00	0A
00	00	00	00	11	02	00	37
00	00	00	00	0A	E4	00	0A
00	00	00	00	00	00	93	26
11	B5	00	00	00	00	00	0A
00	00	00	00	00	00	9C	25
00	00	00	00	0E	BB	00	37
00	00	00	00	00	00	93	30
11	25	00	00	00	00	00	28
0C	CD	00	00	00	00	00	0A
00	00	00	00	0A	2E	00	28
00	00	00	00	00	00	65	2F
0E	8A	00	00	00	00	00	0A
00	00	00	00	0C	49	00	28
00	00	00	00	11	0A	00	0A
00	00	00	00	00	00	7C	1F
0E	B5	00	00	00	00	00	28
00	00	00	00	00	00	7D	3B
00	00	00	00	0F	02	00	0A
00	00	00	00	00	00	9C	1F
11	B5	00	00	00	00	00	19
0D	6B	00	00	00	00	00	0A
00	00	00	00	11	48	00	0A
00	00	00	00	00	00	9C	2E
0F	B5	00	00	00	00	00	0A
00	00	00	00	0F	70	00	28
00	00	00	00	0F	B5	00	0A
00	00	00	00	00	00	0A	05
03	AA	00	00	00	00	00	0A
00	00	00	00	00	00	9C	03
00	00	00	00	11	29	00	0A
00	00	00	00	00	00	49	25
0E	9C	00	00	00	00	00	0A
09	E0	00	00	00	00	00	28
00	00	00	00	11	69	00	0A
00	00	00	00	00	00	B3	27
11	B5	00	00	00	00	00	0A
00	00	00	00	10	CF	00	0A
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	9C	0E
11	EC	00	00	00	00	00	0A
00	00	00	00	00	00	38	18
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	7F	00
11	A1	00	00	00	00	00	28
11	B5	00	00	00	00	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	9E	3F
0D	A9	00	00	00	00	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	0F	B5	00	37
00	00	00	00	00	00	16	0D
0E	0A	00	00	00	00	00	19
00	00	00	00	00	00	9D	09
00	00	00	00	0C	40	00	0A
00	00	00	00	00	00	4E	32
0C	16	00	00	00	00	00	28
09	B5	00	00	00	00	00	0A
00	00	00	00	11	B5	00	19
00	00	00	00	00	00	A3	07
10	67	00	00	00	00	00	0A
00	00	00	00	0B	D4	00	37
00	00	00	00	11	B5	00	19
00	00	00	00	00	00	A7	1E
0E	B5	00	00	00	00	00	0A
00	00	00	00	00	00	B6	1D
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	7B	03
11	B5	00	00	00	00	00	19
11	42	00	00	00	00	00	28
00	00	00	00	09	80	00	0A
00	00	00	00	00	00	7C	38
0D	4B	00	00	00	00	00	0A
00	00	00	00	0F	B5	00	37
00	00	00	00	10	B5	00	37
00	00	00	00	00	00	93	0C
10	EA	00	00	00	00	00	37
00	00	00	00	00	00	7C	0F
00	00	00	00	11	B8	00	37
00	00	00	00	00	00	0E	00
06	2B	00	00	00	00	00	37
11	B5	00	00	00	00	00	28
00	00	00	00	11	88	00	19
00	00	00	00	00	00	88	27
11	9D	00	00	00	00	00	19
00	00	00	00	10	67	00	37
00	00	00	00	11	1E	00	19
00	00	00	00	00	00	A1	2C
11	F3	00	00	00	00	00	19
00	00	00	00	00	00	7C	2D
00	00	00	00	09	0D	00	37
00	00	00	00	00	00	85	3D
0F	A0	00	00	00	00	00	19
06	3A	00	00	00	00	00	37
00	00	00	00	11	F5	00	37
00	00	00	00	00	00	88	03
0B	F2	00	00	00	00	00	19
00	00	00	00	0D	2E	00	19
00	00	00	00	0F	0F	00	37
00	00	00	00	00	00	A9	17
08	63	00	00	00	00	00	0A
00	00	00	00	00	00	6C	20
00	00	00	00	08	B5	00	37
00	00	00	00	00	00	5E	2D
0D	B5	00	00	00	00	00	0A
11	B5	00	00	00	00	00	19
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	99	06
11	13	00	00	00	00	00	28
00	00	00	00	0D	B5	00	0A
00	00	00	00	11	D6	00	19
00	00	00	00	00	00	03	18
11	B5	00	00	00	00	00	0A
00	00	00	00	00	00	1B	1D
00	00	00	00	11	27	00	0A
00	00	00	00	00	00	9C	0F
11	B5	00	00	00	00	00	0A
03	9D	00	00	00	00	00	28
00	00	00	00	0D	13	00	0A
00	00	00	00	00	00	13	27
0E	FE	00	00	00	00	00	28
00	00	00	00	0E	EB	00	0A
00	00	00	00	08	B5	00	28
00	00	00	00	00	00	99	2D
0D	B5	00	00	00	00	00	0A
00	00	00	00	00	00	9E	0D
00	00	00	00	0E	B5	00	28
00	00	00	00	00	00	91	2B
10	B5	00	00	00	00	00	28
11	B5	00	00	00	00	00	0A
00	00	00	00	0D	A0	00	0A
00	00	00	00	00	00	3B	26
11	A1	00	00	00	00	00	0A
00	00	00	00	0F	0C	00	0A
00	00	00	00	0F	E9	00	0A
00	00	00	00	00	00	7F	10
0A	B5	00	00	00	00	00	0A
00	00	00	00	00	00	2B	09
00	00	00	00	0D	DA	00	0A
00	00	00	00	00	00	39	17
10	6B	00	00	00	00	00	0A
0A	0F	00	00	00	00	00	19
00	00	00	00	05	48	00	0A
00	00	00	00	00	00	7B	3D
11	97	00	00	00	00	00	0A
00	00	00	00	11	BB	00	28
00	00	00	00	04	B5	00	19
00	00	00	00	00	00	7C	21
10	91	00	00	00	00	00	0A
00	00	00	00	00	00	5D	3E
00	00	00	00	0F	C5	00	0A
00	00	00	00	00	00	A3	23
0F	B1	00	00	00	00	00	37
0C	B5	00	00	00	00	00	0A
00	00	00	00	11	A1	00	28
00	00	00	00	00	00	98	17
11	9E	00	00	00	00	00	0A
00	00	00	00	0F	F3	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	7C	2D
0C	62	00	00	00	00	00	0A
00	00	00	00	00	00	52	37
00	00	00	00	10	9A	00	0A
00	00	00	00	00	00	2B	36
07	08	00	00	00	00	00	28
11	41	00	00	00	00	00	0A
00	00	00	00	11	32	00	0A
00	00	00	00	00	00	98	0C
09	85	00	00	00	00	00	0A
00	00	00	00	0A	D9	00	28
00	00	00	00	0E	41	00	0A
00	00	00	00	00	00	9A	0F
0B	4B	00	00	00	00	00	0A
00	00	00	00	00	00	25	2A
00	00	00	00	11	DE	00	0A
00	00	00	00	00	00	7E	1C
04	B5	00	00	00	00	00	0A
11	D1	00	00	00	00	00	0A
00	00	00	00	11	9E	00	0A
00	00	00	00	00	00	A1	3B
09	F1	00	00	00	00	00	28
00	00	00	00	11	38	00	0A
00	00	00	00	11	A8	00	0A
00	00	00	00	00	00	A5	25
0A	B5	00	00	00	00	00	0A
00	00	00	00	00	00	96	18
00	00	00	00	02	B7	00	19
00	00	00	00	00	00	9C	0C
08	6A	00	00	00	00	00	0A
11	C9	00	00	00	00	00	28
00	00	00	00	0C	B5	00	0A
00	00	00	00	00	00	AE	3D
11	5A	00	00	00	00	00	19
00	00	00	00	11	ED	00	0A
00	00	00	00	10	B9	00	0A
00	00	00	00	00	00	7B	2B
11	B3	00	00	00	00	00	0A
00	00	00	00	00	00	B9	02
00	00	00	00	11	B7	00	28
00	00	00	00	00	00	9C	21
0E	D8	00	00	00	00	00	19
11	EC	00	00	00	00	00	0A
00	00	00	00	11	03	00	0A
00	00	00	00	00	00	42	2C
11	B5	00	00	00	00	00	0A
00	00	00	00	11	B5	00	28
00	00	00	00	0A	C2	00	0A
00	00	00	00	00	00	9B	17
10	87	00	00	00	00	00	0A
00	00	00	00	00	00	B6	3B
00	00	00	00	0B	FE	00	37
00	00	00	00	00	00	01	2E
0A	33	00	00	00	00	00	28
0B	FA	00	00	00	00	00	19
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	97	23
11	B5	00	00	00	00	00	37
00	00	00	00	11	3A	00	37
00	00	00	00	11	9C	00	19
00	00	00	00	00	00	B0	02
0C	B5	00	00	00	00	00	19
00	00	00	00	00	00	A3	0D
00	00	00	00	0B	20	00	37
00	00	00	00	00	00	72	10
0F	B5	00	00	00	00	00	37
11	B5	00	00	00	00	00	19
00	00	00	00	03	12	00	37
00	00	00	00	00	00	3B	2A
11	C4	00	00	00	00	00	37
00	00	00	00	11	B5	00	37
00	00	00	00	11	13	00	28
00	00	00	00	00	00	B9	1F
03	B5	00	00	00	00	00	19
00	00	00	00	00	00	88	09
00	00	00	00	0D	5A	00	19
00	00	00	00	00	00	90	13
08	95	00	00	00	00	00	37
10	B5	00	00	00	00	00	19
00	00	00	00	10	B4	00	0A
00	00	00	00	00	00	79	33
10	B5	00	00	00	00	00	28
00	00	00	00	0F	B5	00	19
00	00	00	00	03	B1	00	0A
00	00	00	00	00	00	0D	0F
0F	D2	00	00	00	00	00	28
00	00	00	00	00	00	18	2A
00	00	00	00	11	B1	00	0A
00	00	00	00	00	00	91	2D
11	B5	00	00	00	00	00	0A
09	B5	00	00	00	00	00	0A
00	00	00	00	09	B5	00	0A
00	00	00	00	00	00	7B	3E
0E	D9	00	00	00	00	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	0F	B5	00	28
00	00	00	00	00	00	9B	21
0A	04	00	00	00	00	00	28
00	00	00	00	00	00	54	30
00	00	00	00	11	C5	00	0A
00	00	00	00	00	00	37	3F
10	FB	00	00	00	00	00	0A
11	B5	00	00	00	00	00	0A
00	00	00	00	0D	D4	00	28
00	00	00	00	00	00	B8	03
11	39	00	00	00	00	00	28
00	00	00	00	0E	B5	00	0A
00	00	00	00	09	B5	00	28
00	00	00	00	00	00	B8	04
0F	AD	00	00	00	00	00	0A
00	00	00	00	00	00	35	3D
00	00	00	00	11	B5	00	28
00	00	00	00	00	00	A0	15
04	AE	00	00	00	00	00	0A
0E	7D	00	00	00	00	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	B8	20
11	E7	00	00	00	00	00	0A
00	00	00	00	11	6C	00	0A
00	00	00	00	11	58	00	0A
00	00	00	00	00	00	7C	21
03	B5	00	00	00	00	00	28
00	00	00	00	00	00	55	0F
00	00	00	00	0C	CD	00	0A
00	00	00	00	00	00	9C	01
0E	54	00	00	00	00	00	28
11	B5	00	00	00	00	00	0A
00	00	00	00	0F	40	00	19
00	00	00	00	00	00	A3	1E
11	26	00	00	00	00	00	0A
00	00	00	00	0D	1C	00	0A
00	00	00	00	11	B5	00	0A
00	00	00	00	00	00	B9	2B
0A	6F	00	00	00	00	00	0A
00	00	00	00	00	00	49	2B
00	00	00	00	11	E3	00	0A
00	00	00	00	00	00	9E	2A
0C	B5	00	00	00	00	00	0A
0D	C8	00	00	00	00	00	0A
00	00	00	00	0F	B5	00	19
00	00	00	00	00	00	A1	0F
0F	38	00	00	00	00	00	0A
00	00	00	00	0C	CD	00	19
00	00	00	00	11	FF	00	0A
00	00	00	00	00	00	88	06
11	55	00	00	00	00	00	0A
00	00	00	00	00	00	83	0B
00	00	00	00	0A	1F	00	0A
00	00	00	00	00	00	24	0D
0D	07	00	00	00	00	00	0A
10	B5	00	00	00	00	00	0A
00	00	00	00	0E	0B	00	28
00	00	00	00	00	00	AB	3C
0F	BC	00	00	00	00	00	37
00	00	00	00	11	31	00	28
00	00	00	00	0D	E3	00	0A
